,action_type,combined_shot_type,loc_x,loc_y,shot_made_flag,shot_zone_area,shot_zone_basic,shot_zone_combined,avg_by_shot_zone_combined
26968,Jump Shot,Jump Shot,117,188,1.0,Right Side Center(RC),Mid-Range,Right Side Center(RC) Mid-Range,0.4192592592592593
26969,Turnaround Jump Shot,Jump Shot,-48,175,0.0,Center(C),Mid-Range,Center(C) Mid-Range,0.41887675507020283
26970,Running Jump Shot,Jump Shot,-42,85,1.0,Center(C),In The Paint (Non-RA),Center(C) In The Paint (Non-RA),0.4550651000317561
26971,Driving Dunk Shot,Dunk,0,0,1.0,Center(C),Restricted Area,Center(C) Restricted Area,0.6180040458530007
26972,Jump Shot,Jump Shot,49,42,,Center(C),In The Paint (Non-RA),Center(C) In The Paint (Non-RA),0.4550651000317561
26973,Layup Shot,Layup,0,0,0.0,Center(C),Restricted Area,Center(C) Restricted Area,0.6180040458530007
26974,Turnaround Jump Shot,Jump Shot,108,30,0.0,Right Side(R),Mid-Range,Right Side(R) Mid-Range,0.3977491961414791
26975,Driving Finger Roll Shot,Layup,0,0,0.0,Center(C),Restricted Area,Center(C) Restricted Area,0.6180040458530007
26976,Jump Shot,Jump Shot,91,141,,Right Side Center(RC),Mid-Range,Right Side Center(RC) Mid-Range,0.4192592592592593
26977,Driving Layup Shot,Layup,0,0,0.0,Center(C),Restricted Area,Center(C) Restricted Area,0.6180040458530007
26978,Jump Shot,Jump Shot,58,63,0.0,Right Side(R),In The Paint (Non-RA),Right Side(R) In The Paint (Non-RA),0.4807692307692308
26979,Jump Shot,Jump Shot,-33,251,1.0,Center(C),Above the Break 3,Center(C) Above the Break 3,0.3207343412526998
26980,Jump Shot,Jump Shot,-183,163,0.0,Left Side Center(LC),Above the Break 3,Left Side Center(LC) Above the Break 3,0.3192771084337349
26982,Jump Shot,Jump Shot,1,224,0.0,Center(C),Mid-Range,Center(C) Mid-Range,0.41887675507020283
26983,Jump Shot,Jump Shot,100,245,1.0,Right Side Center(RC),Above the Break 3,Right Side Center(RC) Above the Break 3,0.3445807770961145
26985,Running Jump Shot,Jump Shot,18,91,1.0,Center(C),In The Paint (Non-RA),Center(C) In The Paint (Non-RA),0.4550651000317561
26986,Driving Layup Shot,Layup,0,0,1.0,Center(C),Restricted Area,Center(C) Restricted Area,0.6180040458530007
26988,Running Jump Shot,Jump Shot,69,155,1.0,Right Side Center(RC),Mid-Range,Right Side Center(RC) Mid-Range,0.4192592592592593
26989,Jump Shot,Jump Shot,69,250,1.0,Center(C),Above the Break 3,Center(C) Above the Break 3,0.3207343412526998
26990,Jump Shot,Jump Shot,49,71,0.0,Right Side(R),In The Paint (Non-RA),Right Side(R) In The Paint (Non-RA),0.4807692307692308
26991,Jump Shot,Jump Shot,-210,128,0.0,Left Side Center(LC),Above the Break 3,Left Side Center(LC) Above the Break 3,0.3192771084337349
26992,Running Jump Shot,Jump Shot,87,46,,Right Side(R),Mid-Range,Right Side(R) Mid-Range,0.3977491961414791
26993,Running Jump Shot,Jump Shot,15,163,1.0,Center(C),Mid-Range,Center(C) Mid-Range,0.41887675507020283
26994,Running Jump Shot,Jump Shot,-89,13,1.0,Left Side(L),Mid-Range,Left Side(L) Mid-Range,0.3973612727978269
26996,Jump Shot,Jump Shot,-31,72,,Center(C),In The Paint (Non-RA),Center(C) In The Paint (Non-RA),0.4550651000317561
26997,Running Jump Shot,Jump Shot,-66,40,1.0,Center(C),In The Paint (Non-RA),Center(C) In The Paint (Non-RA),0.4550651000317561
26998,Turnaround Jump Shot,Jump Shot,169,94,,Right Side(R),Mid-Range,Right Side(R) Mid-Range,0.3977491961414791
26999,Driving Layup Shot,Layup,0,0,1.0,Center(C),Restricted Area,Center(C) Restricted Area,0.6180040458530007
27000,Jump Shot,Jump Shot,-56,110,1.0,Center(C),In The Paint (Non-RA),Center(C) In The Paint (Non-RA),0.4550651000317561
27002,Fadeaway Jump Shot,Jump Shot,166,99,1.0,Right Side(R),Mid-Range,Right Side(R) Mid-Range,0.3977491961414791
27004,Jump Shot,Jump Shot,-151,114,0.0,Left Side Center(LC),Mid-Range,Left Side Center(LC) Mid-Range,0.41092327698309494
27005,Jump Shot,Jump Shot,-102,38,0.0,Left Side(L),Mid-Range,Left Side(L) Mid-Range,0.3973612727978269
27006,Jump Shot,Jump Shot,67,40,0.0,Center(C),In The Paint (Non-RA),Center(C) In The Paint (Non-RA),0.4550651000317561
27007,Jump Shot,Jump Shot,190,61,0.0,Right Side(R),Mid-Range,Right Side(R) Mid-Range,0.3977491961414791
27008,Jump Shot,Jump Shot,-108,183,1.0,Left Side Center(LC),Mid-Range,Left Side Center(LC) Mid-Range,0.41092327698309494
27009,Jump Shot,Jump Shot,-26,63,0.0,Center(C),In The Paint (Non-RA),Center(C) In The Paint (Non-RA),0.4550651000317561
27010,Jump Shot,Jump Shot,182,92,0.0,Right Side(R),Mid-Range,Right Side(R) Mid-Range,0.3977491961414791
27011,Driving Dunk Shot,Dunk,0,0,1.0,Center(C),Restricted Area,Center(C) Restricted Area,0.6180040458530007
27012,Jump Shot,Jump Shot,153,238,0.0,Right Side Center(RC),Above the Break 3,Right Side Center(RC) Above the Break 3,0.3445807770961145
27013,Running Jump Shot,Jump Shot,-123,104,1.0,Left Side Center(LC),Mid-Range,Left Side Center(LC) Mid-Range,0.41092327698309494
27014,Jump Shot,Jump Shot,0,26,1.0,Center(C),Restricted Area,Center(C) Restricted Area,0.6180040458530007
27017,Jump Shot,Jump Shot,21,58,0.0,Center(C),In The Paint (Non-RA),Center(C) In The Paint (Non-RA),0.4550651000317561
27018,Jump Shot,Jump Shot,-31,117,1.0,Center(C),In The Paint (Non-RA),Center(C) In The Paint (Non-RA),0.4550651000317561
27020,Jump Shot,Jump Shot,-209,102,,Left Side(L),Mid-Range,Left Side(L) Mid-Range,0.3973612727978269
27021,Dunk Shot,Dunk,0,0,1.0,Center(C),Restricted Area,Center(C) Restricted Area,0.6180040458530007
27022,Jump Shot,Jump Shot,18,192,,Center(C),Mid-Range,Center(C) Mid-Range,0.41887675507020283
27024,Jump Shot,Jump Shot,148,528,,Back Court(BC),Backcourt,Back Court(BC) Backcourt,0.016666666666666666
27026,Jump Shot,Jump Shot,-176,127,,Left Side(L),Mid-Range,Left Side(L) Mid-Range,0.3973612727978269
27027,Jump Shot,Jump Shot,-191,66,1.0,Left Side(L),Mid-Range,Left Side(L) Mid-Range,0.3973612727978269
27028,Layup Shot,Layup,0,0,1.0,Center(C),Restricted Area,Center(C) Restricted Area,0.6180040458530007
27029,Running Jump Shot,Jump Shot,24,146,1.0,Center(C),Mid-Range,Center(C) Mid-Range,0.41887675507020283
27030,Jump Shot,Jump Shot,38,49,0.0,Center(C),In The Paint (Non-RA),Center(C) In The Paint (Non-RA),0.4550651000317561
27031,Reverse Layup Shot,Layup,0,0,,Center(C),Restricted Area,Center(C) Restricted Area,0.6180040458530007
27032,Jump Shot,Jump Shot,-105,173,0.0,Left Side Center(LC),Mid-Range,Left Side Center(LC) Mid-Range,0.41092327698309494
27033,Jump Shot,Jump Shot,-79,53,,Left Side(L),In The Paint (Non-RA),Left Side(L) In The Paint (Non-RA),0.4126984126984127
27034,Layup Shot,Layup,0,0,0.0,Center(C),Restricted Area,Center(C) Restricted Area,0.6180040458530007
27035,Fadeaway Jump Shot,Jump Shot,153,95,,Right Side(R),Mid-Range,Right Side(R) Mid-Range,0.3977491961414791
27037,Layup Shot,Layup,0,0,0.0,Center(C),Restricted Area,Center(C) Restricted Area,0.6180040458530007
27038,Jump Shot,Jump Shot,-80,250,0.0,Center(C),Above the Break 3,Center(C) Above the Break 3,0.3207343412526998
27039,Jump Shot,Jump Shot,217,115,1.0,Right Side Center(RC),Above the Break 3,Right Side Center(RC) Above the Break 3,0.3445807770961145
27040,Jump Shot,Jump Shot,-153,56,0.0,Left Side(L),Mid-Range,Left Side(L) Mid-Range,0.3973612727978269
27041,Jump Shot,Jump Shot,158,53,0.0,Right Side(R),Mid-Range,Right Side(R) Mid-Range,0.3977491961414791
27042,Jump Shot,Jump Shot,176,191,0.0,Right Side Center(RC),Above the Break 3,Right Side Center(RC) Above the Break 3,0.3445807770961145
27043,Jump Shot,Jump Shot,85,257,1.0,Right Side Center(RC),Above the Break 3,Right Side Center(RC) Above the Break 3,0.3445807770961145
27044,Jump Shot,Jump Shot,-179,168,,Left Side Center(LC),Above the Break 3,Left Side Center(LC) Above the Break 3,0.3192771084337349
27045,Jump Shot,Jump Shot,-29,133,1.0,Center(C),In The Paint (Non-RA),Center(C) In The Paint (Non-RA),0.4550651000317561
27046,Jump Shot,Jump Shot,-67,40,0.0,Center(C),In The Paint (Non-RA),Center(C) In The Paint (Non-RA),0.4550651000317561
27047,Reverse Layup Shot,Layup,0,0,1.0,Center(C),Restricted Area,Center(C) Restricted Area,0.6180040458530007
27048,Layup Shot,Layup,0,0,0.0,Center(C),Restricted Area,Center(C) Restricted Area,0.6180040458530007
27049,Jump Shot,Jump Shot,-34,66,,Center(C),In The Paint (Non-RA),Center(C) In The Paint (Non-RA),0.4550651000317561
27051,Jump Shot,Jump Shot,-146,38,0.0,Left Side(L),Mid-Range,Left Side(L) Mid-Range,0.3973612727978269
27053,Dunk Shot,Dunk,0,0,1.0,Center(C),Restricted Area,Center(C) Restricted Area,0.6180040458530007
27054,Jump Shot,Jump Shot,146,117,,Right Side Center(RC),Mid-Range,Right Side Center(RC) Mid-Range,0.4192592592592593
27055,Jump Shot,Jump Shot,146,150,,Right Side Center(RC),Mid-Range,Right Side Center(RC) Mid-Range,0.4192592592592593
27056,Jump Shot,Jump Shot,38,64,0.0,Center(C),In The Paint (Non-RA),Center(C) In The Paint (Non-RA),0.4550651000317561
27057,Jump Shot,Jump Shot,-97,248,0.0,Left Side Center(LC),Above the Break 3,Left Side Center(LC) Above the Break 3,0.3192771084337349
27058,Running Jump Shot,Jump Shot,-209,137,0.0,Left Side Center(LC),Above the Break 3,Left Side Center(LC) Above the Break 3,0.3192771084337349
27059,Jump Shot,Jump Shot,44,155,,Center(C),Mid-Range,Center(C) Mid-Range,0.41887675507020283
27060,Driving Layup Shot,Layup,0,0,,Center(C),Restricted Area,Center(C) Restricted Area,0.6180040458530007
27061,Layup Shot,Layup,0,0,0.0,Center(C),Restricted Area,Center(C) Restricted Area,0.6180040458530007
27062,Layup Shot,Layup,0,0,0.0,Center(C),Restricted Area,Center(C) Restricted Area,0.6180040458530007
27063,Driving Layup Shot,Layup,0,0,1.0,Center(C),Restricted Area,Center(C) Restricted Area,0.6180040458530007
27064,Jump Shot,Jump Shot,-135,71,1.0,Left Side(L),Mid-Range,Left Side(L) Mid-Range,0.3973612727978269
27065,Driving Layup Shot,Layup,0,0,,Center(C),Restricted Area,Center(C) Restricted Area,0.6180040458530007
27067,Jump Shot,Jump Shot,236,15,0.0,Right Side(R),Right Corner 3,Right Side(R) Right Corner 3,0.33933933933933935
27068,Driving Dunk Shot,Dunk,0,0,1.0,Center(C),Restricted Area,Center(C) Restricted Area,0.6180040458530007
27069,Jump Shot,Jump Shot,146,206,,Right Side Center(RC),Above the Break 3,Right Side Center(RC) Above the Break 3,0.3445807770961145
27070,Jump Shot,Jump Shot,-166,10,0.0,Left Side(L),Mid-Range,Left Side(L) Mid-Range,0.3973612727978269
27071,Jump Shot,Jump Shot,-107,0,0.0,Left Side(L),Mid-Range,Left Side(L) Mid-Range,0.3973612727978269
27072,Jump Shot,Jump Shot,153,199,,Right Side Center(RC),Above the Break 3,Right Side Center(RC) Above the Break 3,0.3445807770961145
27073,Jump Shot,Jump Shot,-163,51,0.0,Left Side(L),Mid-Range,Left Side(L) Mid-Range,0.3973612727978269
27074,Jump Shot,Jump Shot,125,224,0.0,Right Side Center(RC),Above the Break 3,Right Side Center(RC) Above the Break 3,0.3445807770961145
27075,Driving Dunk Shot,Dunk,0,0,0.0,Center(C),Restricted Area,Center(C) Restricted Area,0.6180040458530007
27076,Running Jump Shot,Jump Shot,-95,137,,Left Side Center(LC),Mid-Range,Left Side Center(LC) Mid-Range,0.41092327698309494
27077,Jump Shot,Jump Shot,-94,160,0.0,Left Side Center(LC),Mid-Range,Left Side Center(LC) Mid-Range,0.41092327698309494
27078,Slam Dunk Shot,Dunk,0,0,1.0,Center(C),Restricted Area,Center(C) Restricted Area,0.6180040458530007
27079,Jump Shot,Jump Shot,-163,110,1.0,Left Side(L),Mid-Range,Left Side(L) Mid-Range,0.3973612727978269
27080,Driving Layup Shot,Layup,0,0,0.0,Center(C),Restricted Area,Center(C) Restricted Area,0.6180040458530007
27081,Jump Shot,Jump Shot,-56,160,0.0,Left Side Center(LC),Mid-Range,Left Side Center(LC) Mid-Range,0.41092327698309494
27082,Jump Shot,Jump Shot,8,212,0.0,Center(C),Mid-Range,Center(C) Mid-Range,0.41887675507020283
27083,Jump Shot,Jump Shot,125,222,1.0,Right Side Center(RC),Above the Break 3,Right Side Center(RC) Above the Break 3,0.3445807770961145
27084,Jump Shot,Jump Shot,89,181,,Right Side Center(RC),Mid-Range,Right Side Center(RC) Mid-Range,0.4192592592592593
27085,Jump Shot,Jump Shot,128,169,,Right Side Center(RC),Mid-Range,Right Side Center(RC) Mid-Range,0.4192592592592593
27086,Jump Shot,Jump Shot,-112,137,0.0,Left Side Center(LC),Mid-Range,Left Side Center(LC) Mid-Range,0.41092327698309494
27087,Jump Shot,Jump Shot,-59,41,0.0,Center(C),In The Paint (Non-RA),Center(C) In The Paint (Non-RA),0.4550651000317561
27088,Jump Shot,Jump Shot,-75,63,0.0,Left Side(L),In The Paint (Non-RA),Left Side(L) In The Paint (Non-RA),0.4126984126984127
27089,Running Jump Shot,Jump Shot,54,104,1.0,Center(C),In The Paint (Non-RA),Center(C) In The Paint (Non-RA),0.4550651000317561
27090,Jump Shot,Jump Shot,-80,104,0.0,Left Side(L),In The Paint (Non-RA),Left Side(L) In The Paint (Non-RA),0.4126984126984127
27091,Jump Shot,Jump Shot,138,2,0.0,Right Side(R),Mid-Range,Right Side(R) Mid-Range,0.3977491961414791
27092,Driving Layup Shot,Layup,0,0,1.0,Center(C),Restricted Area,Center(C) Restricted Area,0.6180040458530007
27094,Jump Shot,Jump Shot,-31,260,1.0,Center(C),Above the Break 3,Center(C) Above the Break 3,0.3207343412526998
27095,Jump Shot,Jump Shot,87,155,0.0,Right Side Center(RC),Mid-Range,Right Side Center(RC) Mid-Range,0.4192592592592593
27096,Jump Shot,Jump Shot,80,199,0.0,Right Side Center(RC),Mid-Range,Right Side Center(RC) Mid-Range,0.4192592592592593
27097,Layup Shot,Layup,0,0,0.0,Center(C),Restricted Area,Center(C) Restricted Area,0.6180040458530007
27098,Layup Shot,Layup,0,0,,Center(C),Restricted Area,Center(C) Restricted Area,0.6180040458530007
27099,Layup Shot,Layup,0,0,0.0,Center(C),Restricted Area,Center(C) Restricted Area,0.6180040458530007
27101,Jump Shot,Jump Shot,-143,120,0.0,Left Side Center(LC),Mid-Range,Left Side Center(LC) Mid-Range,0.41092327698309494
27102,Driving Dunk Shot,Dunk,0,0,1.0,Center(C),Restricted Area,Center(C) Restricted Area,0.6180040458530007
27103,Jump Shot,Jump Shot,-169,120,0.0,Left Side(L),Mid-Range,Left Side(L) Mid-Range,0.3973612727978269
27104,Layup Shot,Layup,0,0,,Center(C),Restricted Area,Center(C) Restricted Area,0.6180040458530007
27105,Running Jump Shot,Jump Shot,110,151,1.0,Right Side Center(RC),Mid-Range,Right Side Center(RC) Mid-Range,0.4192592592592593
27106,Jump Shot,Jump Shot,169,171,0.0,Right Side Center(RC),Above the Break 3,Right Side Center(RC) Above the Break 3,0.3445807770961145
27107,Reverse Dunk Shot,Dunk,0,0,1.0,Center(C),Restricted Area,Center(C) Restricted Area,0.6180040458530007
27110,Running Jump Shot,Jump Shot,46,107,1.0,Center(C),In The Paint (Non-RA),Center(C) In The Paint (Non-RA),0.4550651000317561
27111,Reverse Layup Shot,Layup,0,0,1.0,Center(C),Restricted Area,Center(C) Restricted Area,0.6180040458530007
27112,Jump Shot,Jump Shot,-71,189,1.0,Left Side Center(LC),Mid-Range,Left Side Center(LC) Mid-Range,0.41092327698309494
27113,Slam Dunk Shot,Dunk,0,0,1.0,Center(C),Restricted Area,Center(C) Restricted Area,0.6180040458530007
27114,Jump Shot,Jump Shot,23,215,0.0,Center(C),Mid-Range,Center(C) Mid-Range,0.41887675507020283
27116,Alley Oop Layup shot,Layup,0,0,1.0,Center(C),Restricted Area,Center(C) Restricted Area,0.6180040458530007
27117,Jump Shot,Jump Shot,-168,176,1.0,Left Side Center(LC),Above the Break 3,Left Side Center(LC) Above the Break 3,0.3192771084337349
27118,Jump Shot,Jump Shot,-8,107,1.0,Center(C),In The Paint (Non-RA),Center(C) In The Paint (Non-RA),0.4550651000317561
27119,Driving Finger Roll Shot,Layup,0,0,1.0,Center(C),Restricted Area,Center(C) Restricted Area,0.6180040458530007
27121,Jump Shot,Jump Shot,-84,155,0.0,Left Side Center(LC),Mid-Range,Left Side Center(LC) Mid-Range,0.41092327698309494
27124,Jump Shot,Jump Shot,-82,104,,Left Side(L),Mid-Range,Left Side(L) Mid-Range,0.3973612727978269
27125,Driving Finger Roll Shot,Layup,0,0,1.0,Center(C),Restricted Area,Center(C) Restricted Area,0.6180040458530007
27126,Jump Shot,Jump Shot,-113,137,0.0,Left Side Center(LC),Mid-Range,Left Side Center(LC) Mid-Range,0.41092327698309494
27127,Running Jump Shot,Jump Shot,52,64,1.0,Right Side(R),In The Paint (Non-RA),Right Side(R) In The Paint (Non-RA),0.4807692307692308
27128,Layup Shot,Layup,0,0,0.0,Center(C),Restricted Area,Center(C) Restricted Area,0.6180040458530007
27130,Jump Shot,Jump Shot,135,214,0.0,Right Side Center(RC),Above the Break 3,Right Side Center(RC) Above the Break 3,0.3445807770961145
27131,Jump Shot,Jump Shot,-177,212,1.0,Left Side Center(LC),Above the Break 3,Left Side Center(LC) Above the Break 3,0.3192771084337349
27132,Jump Shot,Jump Shot,126,222,0.0,Right Side Center(RC),Above the Break 3,Right Side Center(RC) Above the Break 3,0.3445807770961145
27133,Jump Shot,Jump Shot,-128,36,0.0,Left Side(L),Mid-Range,Left Side(L) Mid-Range,0.3973612727978269
27134,Tip Shot,Tip Shot,0,0,,Center(C),Restricted Area,Center(C) Restricted Area,0.6180040458530007
27135,Jump Shot,Jump Shot,72,176,1.0,Right Side Center(RC),Mid-Range,Right Side Center(RC) Mid-Range,0.4192592592592593
27136,Turnaround Jump Shot,Jump Shot,113,99,1.0,Right Side(R),Mid-Range,Right Side(R) Mid-Range,0.3977491961414791
27137,Alley Oop Dunk Shot,Dunk,0,0,1.0,Center(C),Restricted Area,Center(C) Restricted Area,0.6180040458530007
27139,Alley Oop Dunk Shot,Dunk,0,0,,Center(C),Restricted Area,Center(C) Restricted Area,0.6180040458530007
27140,Jump Shot,Jump Shot,174,94,,Right Side(R),Mid-Range,Right Side(R) Mid-Range,0.3977491961414791
27141,Jump Shot,Jump Shot,117,229,,Right Side Center(RC),Above the Break 3,Right Side Center(RC) Above the Break 3,0.3445807770961145
27142,Jump Shot,Jump Shot,-227,114,0.0,Left Side Center(LC),Above the Break 3,Left Side Center(LC) Above the Break 3,0.3192771084337349
27144,Jump Shot,Jump Shot,-131,225,0.0,Left Side Center(LC),Above the Break 3,Left Side Center(LC) Above the Break 3,0.3192771084337349
27145,Turnaround Jump Shot,Jump Shot,112,45,0.0,Right Side(R),Mid-Range,Right Side(R) Mid-Range,0.3977491961414791
27146,Jump Shot,Jump Shot,61,33,0.0,Center(C),In The Paint (Non-RA),Center(C) In The Paint (Non-RA),0.4550651000317561
27147,Jump Shot,Jump Shot,26,202,,Center(C),Mid-Range,Center(C) Mid-Range,0.41887675507020283
27148,Driving Layup Shot,Layup,11,15,1.0,Center(C),Restricted Area,Center(C) Restricted Area,0.6180040458530007
27149,Fadeaway Jump Shot,Jump Shot,-131,35,1.0,Left Side(L),Mid-Range,Left Side(L) Mid-Range,0.3973612727978269
27150,Jump Shot,Jump Shot,-48,184,0.0,Center(C),Mid-Range,Center(C) Mid-Range,0.41887675507020283
27151,Jump Shot,Jump Shot,146,46,1.0,Right Side(R),Mid-Range,Right Side(R) Mid-Range,0.3977491961414791
27152,Jump Shot,Jump Shot,6,66,1.0,Center(C),In The Paint (Non-RA),Center(C) In The Paint (Non-RA),0.4550651000317561
27153,Jump Shot,Jump Shot,84,196,,Right Side Center(RC),Mid-Range,Right Side Center(RC) Mid-Range,0.4192592592592593
27154,Layup Shot,Layup,-27,0,0.0,Center(C),Restricted Area,Center(C) Restricted Area,0.6180040458530007
27155,Turnaround Jump Shot,Jump Shot,117,61,0.0,Right Side(R),Mid-Range,Right Side(R) Mid-Range,0.3977491961414791
27156,Jump Shot,Jump Shot,23,115,0.0,Center(C),In The Paint (Non-RA),Center(C) In The Paint (Non-RA),0.4550651000317561
27157,Jump Shot,Jump Shot,194,155,1.0,Right Side Center(RC),Above the Break 3,Right Side Center(RC) Above the Break 3,0.3445807770961145
27158,Fadeaway Jump Shot,Jump Shot,151,86,0.0,Right Side(R),Mid-Range,Right Side(R) Mid-Range,0.3977491961414791
27159,Jump Shot,Jump Shot,21,63,0.0,Center(C),In The Paint (Non-RA),Center(C) In The Paint (Non-RA),0.4550651000317561
27160,Jump Shot,Jump Shot,-84,173,0.0,Left Side Center(LC),Mid-Range,Left Side Center(LC) Mid-Range,0.41092327698309494
27161,Driving Layup Shot,Layup,0,0,,Center(C),Restricted Area,Center(C) Restricted Area,0.6180040458530007
27162,Fadeaway Jump Shot,Jump Shot,-59,53,0.0,Center(C),In The Paint (Non-RA),Center(C) In The Paint (Non-RA),0.4550651000317561
27163,Fadeaway Jump Shot,Jump Shot,140,12,0.0,Right Side(R),Mid-Range,Right Side(R) Mid-Range,0.3977491961414791
27164,Jump Shot,Jump Shot,-3,209,1.0,Center(C),Mid-Range,Center(C) Mid-Range,0.41887675507020283
27166,Jump Shot,Jump Shot,-84,100,1.0,Left Side(L),Mid-Range,Left Side(L) Mid-Range,0.3973612727978269
27167,Fadeaway Jump Shot,Jump Shot,156,56,0.0,Right Side(R),Mid-Range,Right Side(R) Mid-Range,0.3977491961414791
27168,Reverse Layup Shot,Layup,-10,18,1.0,Center(C),Restricted Area,Center(C) Restricted Area,0.6180040458530007
27169,Jump Shot,Jump Shot,-71,151,0.0,Left Side Center(LC),Mid-Range,Left Side Center(LC) Mid-Range,0.41092327698309494
27170,Jump Shot,Jump Shot,29,153,0.0,Center(C),Mid-Range,Center(C) Mid-Range,0.41887675507020283
27171,Fadeaway Jump Shot,Jump Shot,-133,18,0.0,Left Side(L),Mid-Range,Left Side(L) Mid-Range,0.3973612727978269
